OTU	Domain	Phylum	Class	Order	Family	Genus	Species
Otu07548	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07549	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	unclassified
Otu07550	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	geniculata
Otu07551	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07552	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07553	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07554	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07555	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07556	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07557	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07558	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
Otu07559	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	lenta
Otu07560	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07561	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07562	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07563	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
Otu07564	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified
Otu07565	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07566	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified
Otu07567	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu07568	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07569	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu07570	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu07571	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07572	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07573	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07574	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	ruminantium
Otu07575	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07576	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07577	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07579	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	unclassified
Otu07580	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07581	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	unclassified
Otu07582	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified
Otu07583	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07584	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07585	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07586	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07587	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07588	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07589	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Barnesiellaceae]	unclassified	unclassified
Otu07590	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	unclassified
Otu07591	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07592	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Anaerococcus	unclassified
Otu07593	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07594	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07595	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07596	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07597	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07598	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07599	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07600	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07601	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07602	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified
Otu07603	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07604	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07605	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07606	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07607	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07608	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07609	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07610	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07611	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07612	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	unclassified	unclassified
Otu07613	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	unclassified	unclassified
Otu07614	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07615	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07616	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07617	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07618	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07619	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified	unclassified
Otu07620	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07621	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07622	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07623	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07624	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07625	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07626	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07627	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07628	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07629	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07630	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07631	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	uli
Otu07632	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	unclassified
Otu07633	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07634	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07635	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	unclassified
Otu07636	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07638	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07639	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	unclassified	unclassified
Otu07640	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07641	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu07642	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07643	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07644	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07645	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07646	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07647	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07648	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07649	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	unclassified	unclassified
Otu07650	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07651	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07652	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07653	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	unclassified	unclassified
Otu07654	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	acidifaciens
Otu07656	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07657	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07658	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07659	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07660	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07661	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07662	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07663	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07664	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07665	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07666	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07667	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07668	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	unclassified	unclassified
Otu07669	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07670	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	unclassified
Otu07671	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07672	Bacteria	Tenericutes	Mollicutes	RF39	unclassified	unclassified	unclassified
Otu07673	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	unclassified
Otu07674	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	unclassified
Otu07675	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07676	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07677	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07678	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07679	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07680	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07681	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07682	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07683	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07684	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	lactaris
Otu07685	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07686	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07687	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07688	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07689	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07690	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07691	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07692	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07693	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07694	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07695	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07696	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	massiliensis
Otu07697	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07698	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07699	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
Otu07700	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07701	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07702	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07703	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07704	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii
Otu07705	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07706	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	onderdonkii
Otu07707	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07708	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07709	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07710	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07711	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unclassified
Otu07712	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07713	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07714	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07715	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07716	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07717	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07719	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07720	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07721	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07722	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07723	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07724	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07725	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07726	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07727	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07728	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07729	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07730	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07731	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07732	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07733	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	unclassified
Otu07734	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07735	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07736	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unclassified	unclassified
Otu07737	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unclassified	unclassified
Otu07738	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	catus
Otu07739	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07740	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07741	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07742	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07743	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07744	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07745	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Odoribacteraceae]	Odoribacter	unclassified
Otu07746	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07747	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu07748	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07749	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07750	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07751	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07752	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	unclassified	unclassified
Otu07753	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified	unclassified
Otu07754	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu07755	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	unclassified
Otu07756	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07757	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07758	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07760	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07761	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07762	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	human	gut_metagenome
Otu07763	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07764	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	finegoldii
Otu07765	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07766	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07767	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07768	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu07769	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unclassified
Otu07770	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07771	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	unclassified
Otu07772	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07773	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07774	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07775	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07776	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
Otu07777	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07778	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07779	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07780	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07781	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07782	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified
Otu07783	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07784	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	unclassified
Otu07785	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07786	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07787	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
Otu07788	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	hippei
Otu07789	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07790	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07791	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07792	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	unclassified	unclassified
Otu07793	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
Otu07794	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07795	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	unclassified
Otu07796	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07797	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07798	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07799	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07800	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu07801	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	unclassified
Otu07802	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07803	Bacteria	Cyanobacteria	4C0d-2	YS2	unclassified	unclassified	unclassified
Otu07804	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07805	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified
Otu07806	Bacteria	Cyanobacteria	4C0d-2	YS2	unclassified	unclassified	unclassified
Otu07807	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified
Otu07808	Bacteria	Cyanobacteria	4C0d-2	YS2	unclassified	unclassified	unclassified
Otu07809	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07810	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	barnesiae
Otu07811	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	barnesiae
Otu07812	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07813	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified
Otu07814	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified
Otu07815	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	unclassified
Otu07816	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07817	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07818	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	unclassified
Otu07819	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	unclassified
Otu07820	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	unclassified	unclassified
Otu07821	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	unclassified
Otu07822	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	unclassified
Otu07823	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	unclassified
Otu07824	Bacteria	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	unclassified
Otu07825	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	unclassified
